id,name,neighborhood_overview,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
9444419,"300m² loft (terras & river view) ""Loft O""","The area near the river is called ‘t Zuid, just a 10-minute walk to the old city center and well connected to public transport. <br />In the neighborhood, you can find supermarkets, banks, trendy bars, designer shops, and many restaurants only a few minutes away.<br />""'T Zuid"" is known is hip and unique atmosphere.",4277604,Sarah,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Zuid,51.21233,4.39235,Entire apartment,Entire home/apt,8,,3.5 baths,4,4,"[""Kitchen"", ""Hot tub"", ""Refrigerator"", ""Barbecue utensils"", ""Shampoo"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Waterfront"", ""Indoor fireplace"", ""TV"", ""Heating"", ""Microwave"", ""Dishes and silverware"", ""Bathtub"", ""Dryer"", ""BBQ grill"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Smart lock"", ""Elevator"", ""Free street parking"", ""Hot water"", ""Oven"", ""Ethernet connection"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Pocket wifi"", ""Crib"", ""Air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$290.00 ,1,800,1,1,800,1125,1,854,t,17,43,73,329,96,9,1,92,9,9,10,10,10,9,f,2,2,0,0,1.62
9487949,Antwerp City Center,,8331121,Joeri,t,1,1,t,t,,Amandus - Atheneum,51.22572,4.41758,Private room in apartment,Private room,1,,1 shared bath,1,1,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dryer"", ""Wifi"", ""Washer"", ""First aid kit"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Lock on bedroom door"", ""Bed linens"", ""Iron"", ""Paid parking on premises"", ""Hair dryer"", ""Paid parking off premises"", ""Single level home"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$22.00 ,2,1125,2,2,1125,1125,2,1125,t,26,56,86,86,93,10,0,98,10,10,10,10,10,10,f,1,0,1,0,1.5
9582616,Modern very light apartment with a sunny terrace,,19211847,Dieter,f,2,2,t,t,,Borgerhout Extra Muros,51.20127,4.44463,Entire apartment,Entire home/apt,6,,1.5 baths,2,3,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Hot water"", ""Oven"", ""Bed linens"", ""Hair dryer"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$59.00 ,2,180,2,2,180,180,2,180,t,2,2,31,121,35,5,0,97,10,10,10,10,9,9,f,2,1,1,0,0.96
9728095,Brand new studio in Antwerp,A lot of restaurants and museum around.<br />We can assist you with the reservations if you want,49072420,Christine,f,0,0,t,t,"Antwerpen, Vlaanderen, Belgium",Eilandje,51.23156,4.40382,Entire apartment,Entire home/apt,2,,1 bath,,1,"[""Free parking on premises"", ""TV"", ""Kitchen"", ""Elevator"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Essentials""]",$80.00 ,2,1125,2,2,1125,1125,2,1125,t,29,59,89,364,0,0,0,,,,,,,,f,2,2,0,0,
9790385,Stay in the shoppinghart of Antwerp,"Within minutes you are in the vibrant main shopping area of Antwerp : Meir.  Our street is rather calm, since it is a pedestrian area, and you can have a cosy breakfast, lunch or dinner.  When the sun is shining there are several terraces, so you can eat outside.  Two houses down the road is a bakery with fresh bread and pastries for those who want to take breakfast in the appartment.  For your daily groceries we recommend the supermarket just across the door Okay or Carrefour (250 meters walking).  There is also a large supermarket with organic and healthfood 100 m walk from the appartment.",2702001,Tom & Carla,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,51.21952,4.41415,Entire apartment,Entire home/apt,4,,1.5 baths,1,1,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Children\u2019s books and toys"", ""TV"", ""Heating"", ""Dishes and silverware"", ""High chair"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Room-darkening shades"", ""Smoke alarm"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Ethernet connection"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Crib"", ""Extra pillows and blankets"", ""Coffee maker"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$56.00 ,2,60,2,2,60,60,2,60,t,27,57,87,177,271,21,1,98,10,10,10,10,10,10,f,2,2,0,0,4.43
9809677,Backpackersroom !!,,11087865,Rooms Antwerpen,f,5,5,t,t,,Universiteitsbuurt,51.22679,4.41105,Private room in townhouse,Private room,3,,1.5 shared baths,1,3,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Keypad"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""EV charger"", ""Hot water"", ""Oven"", ""Ethernet connection"", ""Lock on bedroom door"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Private entrance"", ""Coffee maker"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$25.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,22,297,257,19,1,88,10,9,9,10,9,9,t,5,1,4,0,4.19
9809688,Backpackersroom !!,,11087865,Rooms Antwerpen,f,5,5,t,t,,Universiteitsbuurt,51.22609,4.40984,Private room in townhouse,Private room,2,,1.5 shared baths,1,0,"[""Stove"", ""Lock on bedroom door"", ""Oven"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""EV charger"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Coffee maker"", ""Patio or balcony"", ""First aid kit"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Private entrance"", ""Pocket wifi"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Ethernet connection"", ""Keypad"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$26.00 ,1,1125,1,1,1125,1125,1,1125,t,28,56,86,361,203,31,3,86,9,9,9,10,9,9,t,5,1,4,0,3.31
9854143,A smile is our universal welcome :-),,41687451,Irina & Gianpaolo,f,1,1,t,f,,Universiteitsbuurt,51.22214,4.4083,Entire apartment,Entire home/apt,2,,1 bath,1,2,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Garden or backyard"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Hot water"", ""Oven"", ""Ethernet connection"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Paid parking on premises"", ""Hair dryer"", ""Paid parking off premises"", ""Single level home"", ""Extra pillows and blankets"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$58.00 ,2,1120,2,2,1125,1125,2,1125,t,0,0,0,121,91,1,0,88,9,9,10,10,10,10,f,1,1,0,0,1.48
9871590,Beds in Antwerp City,"ART-NOUVEAU ANTWERP, <br />15 minute walk from the Cental Station of Antwerp!",4261413,Jackie,f,15,15,t,t,"Antwerpen, Vlaanderen, Belgium",Oud - Berchem,51.20128,4.43328,Shared room in house,Shared room,16,,1.5 shared baths,1,40,"[""Babysitter recommendations"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Dishwasher"", ""Garden or backyard"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Breakfast"", ""Heating"", ""Microwave"", ""Dishes and silverware"", ""Bathtub"", ""High chair"", ""Long term stays allowed"", ""Dryer"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Hot water"", ""Oven"", ""Carbon monoxide alarm"", ""Baby monitor"", ""Iron"", ""Hair dryer"", ""Crib"", ""Cleaning before checkout"", ""Coffee maker"", ""Baby bath"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$44.00 ,1,1125,1,1,1125,1125,1,1125,t,30,60,90,365,14,0,0,83,8,8,10,9,9,9,t,15,0,8,5,0.24
9872230,Residential House Antwerp,"Quite and Residential neighbourhood, located in the famous Art Nouveau part of Antwerp City.",4261413,Jackie,f,15,15,t,t,"Antwerpen, Vlaanderen, Belgium",Oud - Berchem,51.19986,4.43176,Private room in apartment,Private room,16,,2 baths,4,16,"[""Extra pillows and blankets"", ""TV"", ""Carbon monoxide alarm"", ""Hot water"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Washer"", ""Host greets you"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Private entrance"", ""Breakfast"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Dryer"", ""Iron"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$400.00 ,1,1125,1,1,1125,1125,1,1125,t,29,59,89,364,0,0,0,,,,,,,,f,15,0,8,5,
9911713,Room near Mas Museum and Marina,,11087865,Rooms Antwerpen,f,5,5,t,t,,Universiteitsbuurt,51.22643,4.41102,Private room in townhouse,Private room,4,,1.5 shared baths,1,3,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Keypad"", ""TV"", ""Heating"", ""Microwave"", ""Dishes and silverware"", ""Wifi"", ""Washer"", ""First aid kit"", ""Stove"", ""EV charger"", ""Hot water"", ""Lock on bedroom door"", ""Ethernet connection"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Pocket wifi"", ""Paid parking off premises"", ""Dedicated workspace"", ""Private entrance"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Patio or balcony"", ""Smoke alarm""]",$25.00 ,1,1125,1,1,1125,1125,1,1125,t,13,32,62,334,251,20,0,87,9,8,9,9,9,9,t,5,1,4,0,4.1
9911810,Room Near Mas Museum,,11087865,Rooms Antwerpen,f,5,5,t,t,,Universiteitsbuurt,51.22558,4.40987,Private room in townhouse,Private room,2,,1.5 shared baths,1,1,"[""Stove"", ""Oven"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""First aid kit"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Private entrance"", ""Pocket wifi"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Keypad"", ""Ethernet connection"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$25.00 ,1,1125,1,1,1125,1125,1,1125,t,7,32,62,334,290,23,1,87,9,8,9,9,10,8,f,5,1,4,0,4.75
9913124,Lux Loft in the heart of Historic Antwerp,"Surrounding the loft there are multiple restaurants, sandwich bars, bakeries and the most cosy sunny terraces from Antwerp!<br />Right outside are already amazing Bars and cafees.  Jazz bar ""de Muze"" brings a art deco style back to life and  "" Het Pelikaantje"" is a typical brown cafe were the locals love to hang out for a beer and chat after work.  Two breakfast places or right there too.  <br />The big shopping area with “The Meir"" is only 3 min from the front door but starts right outside with some vintage, retro shops.  The supermarket ""Carrefour"" is in the basement of the Shopping Center Grand Bazar and is about a minute walk away.<br />If you love Belgian chocolates, then don't forget to visit Quetzal on the Lijnwaadmarkt.  A chocolate bar that brings enjoying chocolate to a whole new level!",50969699,Petra,f,3,3,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.22019,4.40334,Entire loft,Entire home/apt,6,,1.5 baths,1,6,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Elevator"", ""Free street parking"", ""Hot water"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Lockbox"", ""Coffee maker"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$165.00 ,2,90,2,2,1125,1125,2,1125,t,25,55,83,356,160,7,0,92,9,8,10,10,10,9,t,2,2,0,0,2.7
10015096,2 slpk appartement op toplocatie,"Mechelseplein accomodates some of the most iconic bars and restaurants; 'K.Zeppos' with a great terrace, 'Boer van Tienen' receives all the artists and in the 'Korsakov' the hipsters and young urbans gather until late…<br /><br />5 minute walk to the famous Museums 'Rubenshuis, Plantijn Moretus'.<br /><br />The Medieval center with one of the most beautiful cathedrals  and the 'Grote Markt' is within a kilometer distance",51433236,Tinne,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,51.21225,4.40518,Entire apartment,Entire home/apt,4,,1 bath,2,3,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Children\u2019s books and toys"", ""TV"", ""Heating"", ""Dishes and silverware"", ""High chair"", ""Wifi"", ""Stove"", ""Hot water"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Dedicated workspace"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Smoke alarm""]",$85.00 ,2,28,2,2,1125,1125,2,1125,t,0,0,0,85,160,6,0,97,10,10,10,10,10,9,t,1,1,0,0,2.69
10050755,Hofje- Oranje kamer (Historisch centrum),"MAS, musea, parken, historisch centrum, centraal station, shoppen, markten, kerken, etc etc...",17189644,Irene,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,51.2246,4.41303,Room in bed and breakfast,Hotel room,2,,Half-bath,1,2,"[""Stove"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Host greets you"", ""First aid kit"", ""Heating"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""Dishes and silverware"", ""Breakfast"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Dryer"", ""Iron"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$69.00 ,1,1125,1,2,1125,1125,1.4,1125,t,0,0,0,122,71,6,0,92,9,9,10,10,9,9,t,1,0,0,0,1.16
10170353,101、Antwerp central station's charming apartment,"Charming and modern design apartment situated in the heart of historical centre of Antwerp with easy public transport stations.<br />Completely renovated in 2016, 106m2 apartment with large living room, 3 bedrooms, new kitchen, modern bathroom, and 2 separate toilets and King-size beds in separate bedroom.<br />This neighborhood has a lot of great cafés, culinair restaurants, bars and is just besides Antwerp’s largest shopping mall. Everything within walking distance from the apartment you will find popular sites<br />Nice and confortable apartment for yourself, family and friends to enjoy an amazing time in Antwerp.",52106350,Jackie,f,6,6,t,t,"Antwerpen, Vlaanderen, Belgium",Amandus - Atheneum,51.21851,4.42561,Entire apartment,Entire home/apt,6,,2 baths,3,3,"[""Stove"", ""Oven"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""Heating"", ""Microwave"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Single level home"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo"", ""Lockbox""]",$140.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,118,4,0,86,9,9,9,9,9,8,t,6,6,0,0,2
10172878,Arty Penthouse Great View & Terrace,,7980790,John,t,1,1,t,t,,Borgerhout Intra Muros Zuid,51.20985,4.42966,Entire apartment,Entire home/apt,4,,1 bath,1,1,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Wifi"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Hot water"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Coffee maker"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$55.00 ,2,360,2,2,1125,1125,2,1125,t,24,54,84,359,73,5,0,98,10,9,10,10,9,9,f,1,1,0,0,1.28
10196951,Quiet stay in double room in the center of Antwerp,,22962538,Roze,f,2,2,t,t,,Stuivenberg,51.22232,4.43674,Private room in house,Private room,2,,1 shared bath,1,1,"[""Washer"", ""Kitchen"", ""Heating"", ""Wifi"", ""Essentials""]",$25.00 ,1,1125,1,1,1125,1125,1,1125,t,1,1,1,1,17,0,0,93,10,9,9,10,9,9,f,2,0,2,0,0.34
10220506,Great location by the river,"The neighbourhood is vibrant & upcoming. Loads of ""to do's"", ""to eat"", ""to drink"", ""to visit"", ""to explore"" around. There's a shortlist of our favourites waiting for you...",27425148,Delphine,f,1,1,t,f,"Antwerpen, Vlaanderen, Belgium",Eilandje,51.23058,4.4044,Entire apartment,Entire home/apt,3,,1 bath,2,2,"[""Waterfront"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Coffee maker"", ""Dryer"", ""Hair dryer"", ""Oven"", ""Refrigerator"", ""Dishes and silverware"", ""First aid kit"", ""Cable TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dishwasher"", ""Dedicated workspace"", ""Heating"", ""TV"", ""Fire extinguisher"", ""Washer"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Kitchen"", ""Iron"", ""Cooking basics""]",$120.00 ,2,1125,2,2,1125,1125,2,1125,t,27,57,87,362,20,0,0,98,10,10,10,10,10,10,f,1,1,0,0,0.34
10286773,Beautiful apartment with a view,"We live smack in the center of Antwerp! Close to great restaurants, coffee bars, and walking distance from beautiful sights such as the Cathedral, the Great Market Square, City Hall, and on the border of the hip ""Eilandje,"" so you can also walk to the river and the MAS and Red Star Line museums.",8757194,Vito,f,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.22479,4.4038,Entire apartment,Entire home/apt,4,,1 bath,1,1,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Children\u2019s books and toys"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Building staff"", ""Bathtub"", ""Long term stays allowed"", ""Dryer"", ""Wifi"", ""Washer"", ""Room-darkening shades"", ""Smoke alarm"", ""Stove"", ""First aid kit"", ""Elevator"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$57.00 ,2,1125,2,2,1125,1125,2,1125,t,0,17,37,60,233,30,0,96,10,9,9,10,10,10,t,1,1,0,0,3.89
10411697,A apartment in the heart of antwerp," <br /><br /><br />The neighborhood has a lot of great cafés, culinair restaurants, bars and is just beside Antwerp's largest shopping mall. Everything is within walking distance from the apartment. You can find a lot of touristical sites. <br />A nice and comfortabel apartment for you, your family and friends, to enjoy an amazing time in",52381211,Lifen,f,1,1,t,f,"Antwerpen, Vlaanderen, Belgium",Amandus - Atheneum,51.21911,4.42406,Entire apartment,Entire home/apt,6,,1 bath,3,3,"[""Dedicated workspace"", ""Kitchen"", ""Wifi"", ""Washer"", ""Hair dryer"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Heating""]",$165.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,39,0,0,89,9,9,9,9,9,9,f,1,1,0,0,0.67
10422112,Light and unique penthouse,,33632853,Jeroen,t,1,1,t,t,,Borgerhout Intra Muros Zuid,51.21559,4.42876,Entire loft,Entire home/apt,2,,1 bath,1,1,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Dishwasher"", ""Garden or backyard"", ""Hangers"", ""Essentials"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Dryer"", ""BBQ grill"", ""Wifi"", ""Washer"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Iron"", ""Paid parking off premises"", ""Air conditioning"", ""Lockbox"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$135.00 ,2,8,2,2,1125,1125,2,1125,t,29,59,89,364,45,2,0,95,10,10,10,10,9,9,t,1,1,0,0,1
10429341,Lovely quiet room close to centre !,,7541216,Valérie,f,1,1,t,t,,Universiteitsbuurt,51.2213,4.41272,Private room in apartment,Private room,2,,1 private bath,1,1,"[""Carbon monoxide alarm"", ""TV"", ""Kitchen"", ""Cable TV"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Essentials""]",$48.00 ,3,1125,3,3,1125,1125,3,1125,t,30,60,90,365,60,1,0,96,10,10,10,10,10,10,f,1,0,1,0,1
10604260,Historical City Antwerp.,In the middle of the historical city of Antwerp,10026319,Marc,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,51.22014,4.40545,Private room in house,Private room,2,,2 shared baths,2,4,"[""Bed linens"", ""Coffee maker"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""TV"", ""Host greets you"", ""Breakfast"", ""Iron"", ""Kitchen"", ""Heating"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Refrigerator"", ""Hangers"", ""Fire extinguisher"", ""Hair dryer"", ""Cooking basics"", ""Essentials""]",$63.00 ,1,1125,1,1,1125,1125,1,1125,t,29,59,89,364,219,12,0,98,10,10,10,10,10,10,f,2,0,2,0,3.64
10693965,Antwerp center city,The neighborhood is in the historical part of Antwerp. Everything is a walk away. Very comfortable and close to anything you fancy in the city.,10026319,Marc,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.22203,4.40495,Private room in townhouse,Private room,3,,1 private bath,1,2,"[""Lock on bedroom door"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Room-darkening shades"", ""Coffee maker"", ""Host greets you"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Luggage dropoff allowed"", ""Private entrance"", ""Dishes and silverware"", ""Free street parking"", ""Breakfast"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Iron"", ""Crib"", ""Smoke alarm"", ""High chair"", ""Paid parking off premises""]",$63.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,186,4,0,98,10,10,10,10,10,10,f,2,0,2,0,3.15
10702272,Best view in Antwerp!,,17745578,Olivier,f,1,1,t,t,,Eilandje,51.231,4.41345,Entire apartment,Entire home/apt,4,,1.5 baths,2,2,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Free parking on premises"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$150.00 ,2,1125,2,2,1125,1125,2,1125,t,23,53,83,83,76,8,0,94,10,9,9,10,10,9,t,1,1,0,0,1.31
10743570,Grand Loft in the heart of historic Antwerp,,50969699,Petra,f,3,3,t,t,,Historisch Centrum,51.21939,4.40344,Entire apartment,Entire home/apt,6,,1 bath,2,4,"[""Stove"", ""Oven"", ""Carbon monoxide alarm"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Patio or balcony"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Dryer"", ""Iron"", ""Smoke alarm"", ""Shampoo"", ""Lockbox""]",$175.00 ,2,90,2,2,1125,1125,2,1125,t,0,0,0,0,154,20,2,93,10,9,10,10,10,9,t,2,2,0,0,3.22
10790061,ANTWERP BEDS Or one Level of the House,,4261413,Jackie,f,15,15,t,t,,Oud - Berchem,51.19504,4.41447,Shared room in apartment,Shared room,16,,2 shared baths,1,10,"[""Hair dryer"", ""Smoke alarm"", ""Fire extinguisher"", ""Washer"", ""Carbon monoxide alarm"", ""Host greets you"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Wifi"", ""Dedicated workspace"", ""Hot water"", ""Luggage dropoff allowed"", ""Hangers"", ""Long term stays allowed"", ""Air conditioning"", ""Dryer"", ""Iron"", ""Essentials""]",$42.00 ,1,1125,1,1,1125,1125,1,1125,t,29,59,89,364,7,0,0,76,8,10,8,10,10,8,f,15,0,8,5,0.15
